Accession	Organism	Kingdom	Length	Signal_Peptide	Transmembrane_Helix	Train	Fold
Q7SA90	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	0	False	True	4
Q9SU25	Arabidopsis thaliana	Plants	649	0	False	True	4
Q9U1W1	Caenorhabditis elegans	Metazoa	486	0	False	True	4
Q6PID8	Homo sapiens	Metazoa	442	0	False	True	4
O15374	Homo sapiens	Metazoa	487	0	True	True	4
P52503	Mus musculus	Metazoa	116	0	False	True	4
P54730	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416	0	False	True	4
P32500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655	0	False	True	4
P48987	Drosophila melanogaster	Metazoa	312	0	False	True	4
Q9UDW3	Homo sapiens	Metazoa	170	0	False	True	4
Q17569	Caenorhabditis elegans	Metazoa	389	0	False	True	4
Q04073	Strongylocentrotus purpuratus	Metazoa	459	0	False	True	4
Q9Y6N1	Homo sapiens	Metazoa	276	0	False	True	4
Q94AN2	Arabidopsis thaliana	Plants	700	0	True	True	4
G5EDW5	Caenorhabditis elegans	Metazoa	952	0	False	True	4
Q07684	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458	0	False	True	4
P38688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	640	0	False	True	4
P40467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	964	0	False	True	4
Q9DCX2	Mus musculus	Metazoa	161	0	False	True	4
Q9BQ87	Homo sapiens	Metazoa	522	0	False	True	4
Q9ZW85	Arabidopsis thaliana	Plants	251	0	False	True	4
O88286	Mus musculus	Metazoa	1684	0	False	True	4
O13563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	0	False	True	4
Q7RXV8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	449	0	False	True	4
Q9UJS0	Homo sapiens	Metazoa	675	0	False	True	4
Q14978	Homo sapiens	Metazoa	699	0	False	True	4
Q945P1	Arabidopsis thaliana	Plants	317	0	False	True	4
P37225	Solanum tuberosum	Plants	601	0	False	True	4
Q9XI19	Arabidopsis thaliana	Plants	328	0	False	True	4
P53720	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	384	0	False	True	4
Q12063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	0	False	True	4
P47006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	233	0	False	True	4
Q9URV9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	0	False	True	4
Q8VYI3	Arabidopsis thaliana	Plants	309	0	False	True	4
Q6L5B5	Oryza sativa subsp. japonica	Plants	248	0	False	True	4
Q8JFY9	Xenopus laevis	Metazoa	292	0	False	True	4
O75496	Homo sapiens	Metazoa	209	0	False	True	4
Q96EY5	Homo sapiens	Metazoa	273	0	False	True	4
Q9SNC0	Arabidopsis thaliana	Plants	182	0	False	True	4
A0A076FFM5	Ocimum basilicum	Plants	523	0	False	True	4
O64759	Arabidopsis thaliana	Plants	569	0	True	True	4
P62241	Homo sapiens	Metazoa	208	0	False	True	4
Q9FVW4	Arabidopsis thaliana	Plants	482	0	False	True	4
G5ECN5	Caenorhabditis elegans	Metazoa	388	0	False	True	4
P56347	Chlorella vulgaris	Plants	161	0	False	True	4
Q7M0E7	Rattus norvegicus	Metazoa	145	0	False	True	4
Q867Z4	Drosophila melanogaster	Metazoa	970	0	False	True	4
Q9NVR2	Homo sapiens	Metazoa	710	0	False	True	4
I1RAW4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	316	0	False	True	4
O35260	Rattus norvegicus	Metazoa	514	0	False	True	4
Q69XJ0	Oryza sativa subsp. japonica	Plants	295	0	False	True	4
P06746	Homo sapiens	Metazoa	335	0	False	True	4
P54345	Chlamydomonas reinhardtii	Plants	156	0	False	True	4
Q80TT2	Mus musculus	Metazoa	1150	0	False	True	4
Q8WVT3	Homo sapiens	Metazoa	735	0	False	True	4
Q03862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593	0	False	True	4
Q8IZA0	Homo sapiens	Metazoa	1049	0	True	True	4
Q5SS91	Mus musculus	Metazoa	320	0	True	True	4
P41161	Homo sapiens	Metazoa	510	0	False	True	4
Q93VM9	Arabidopsis thaliana	Plants	599	0	False	True	4
P38262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	535	0	False	True	4
Q86UQ0	Homo sapiens	Metazoa	364	0	False	True	4
Q9BUU2	Homo sapiens	Metazoa	404	0	False	True	4
Q6VMQ6	Homo sapiens	Metazoa	1270	0	False	True	4
P28328	Homo sapiens	Metazoa	305	0	False	True	4
Q9M9U5	Arabidopsis thaliana	Plants	382	0	False	True	4
Q94JZ8	Arabidopsis thaliana	Plants	468	0	False	True	4
P61244	Homo sapiens	Metazoa	160	0	False	True	4
Q5NCM1	Mus musculus	Metazoa	492	0	False	True	4
Q96HS1	Homo sapiens	Metazoa	289	0	True	True	4
Q08119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	714	0	False	True	4
P53911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	425	0	False	True	4
Q54T86	Dictyostelium discoideum	Other	568	0	False	True	4
Q99884	Homo sapiens	Metazoa	636	0	False	True	4
Q9GZQ3	Homo sapiens	Metazoa	224	0	False	True	4
Q6RFZ7	Rattus norvegicus	Metazoa	1039	0	False	True	4
Q9LU68	Arabidopsis thaliana	Plants	435	0	False	True	4
Q9QZA2	Rattus norvegicus	Metazoa	873	0	False	True	4
O43013	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533	0	False	True	4
Q9U1H0	Drosophila melanogaster	Metazoa	1832	0	False	True	4
Q6DWJ6	Homo sapiens	Metazoa	353	0	False	True	4
Q9M3K7	Spinacia oleracea	Plants	101	0	False	True	4
P06454	Homo sapiens	Metazoa	111	0	False	True	4
Q05515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481	0	False	True	4
Q9BYB4	Homo sapiens	Metazoa	327	0	False	True	4
O94916	Homo sapiens	Metazoa	1531	0	False	True	4
Q9SX85	Arabidopsis thaliana	Plants	887	0	False	True	4
O14338	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	891	0	False	True	4
Q86WV1	Homo sapiens	Metazoa	359	0	False	True	4
Q9LQ02	Arabidopsis thaliana	Plants	1453	0	False	True	4
A0A0D1CRC9	Mycosarcoma maydis	Fungi	534	0	False	True	4
P50861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	169	0	False	True	4
Q9N658	Drosophila melanogaster	Metazoa	541	0	False	True	4
Q80T69	Mus musculus	Metazoa	795	0	False	True	4
Q9M9F0	Arabidopsis thaliana	Plants	311	0	False	True	4
Q08297	Mus musculus	Metazoa	339	0	False	True	4
O49292	Arabidopsis thaliana	Plants	260	0	False	True	4
P40050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	688	0	False	True	4
Q9LY66	Arabidopsis thaliana	Plants	346	0	False	True	4
P07703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335	0	False	True	4
A8K830	Homo sapiens	Metazoa	251	0	False	True	4
Q96HA7	Homo sapiens	Metazoa	1378	0	False	True	4
Q9JHH9	Mus musculus	Metazoa	205	0	False	True	4
P38227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689	0	False	True	4
Q9YHY6	Xenopus laevis	Metazoa	1364	0	False	True	4
Q8NC56	Homo sapiens	Metazoa	503	0	False	True	4
Q2NL27	Bos taurus	Metazoa	190	0	False	True	4
Q9SGH4	Arabidopsis thaliana	Plants	220	0	False	True	4
Q8BYM8	Mus musculus	Metazoa	551	0	False	True	4
Q11107	Caenorhabditis elegans	Metazoa	2248	0	False	True	4
Q86TV6	Homo sapiens	Metazoa	843	0	False	True	4
Q8VZ80	Arabidopsis thaliana	Plants	539	0	False	True	4
Q64318	Mus musculus	Metazoa	1117	0	False	True	4
P38633	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	127	0	False	True	4
Q19969	Caenorhabditis elegans	Metazoa	514	0	False	True	4
P18289	Drosophila melanogaster	Metazoa	289	0	False	True	4
Q12275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648	0	False	True	4
Q9M0A5	Arabidopsis thaliana	Plants	249	0	False	True	4
Q9VEB4	Drosophila melanogaster	Metazoa	560	0	False	True	4
Q9LTK0	Arabidopsis thaliana	Plants	191	0	False	True	4
Q9EPA0	Rattus norvegicus	Metazoa	957	0	False	True	4
Q8C0R7	Mus musculus	Metazoa	736	0	False	True	4
Q34807	Wickerhamomyces canadensis	Fungi	231	0	False	True	4
Q9UTH0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1162	0	False	True	4
Q9NUM3	Homo sapiens	Metazoa	307	0	True	True	4
Q00757	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	916	0	False	True	4
Q9V4Z9	Drosophila melanogaster	Metazoa	858	0	False	True	4
B4DJY2	Homo sapiens	Metazoa	109	0	True	True	4
Q9MAB9	Arabidopsis thaliana	Plants	117	0	False	True	4
P40993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	0	False	True	4
P36626	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	561	0	False	True	4
Q9VCP1	Drosophila melanogaster	Metazoa	424	0	False	True	4
Q16635	Homo sapiens	Metazoa	262	0	False	True	4
O74854	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	0	False	True	4
Q9DB60	Mus musculus	Metazoa	201	0	False	True	4
C8VP82	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	339	0	False	True	4
Q03281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	0	False	True	4
Q12440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	853	0	False	True	4
Q8BTW8	Mus musculus	Metazoa	588	0	False	True	4
Q9BVS5	Homo sapiens	Metazoa	477	0	False	True	4
P53784	Mus musculus	Metazoa	375	0	False	True	4
Q42342	Arabidopsis thaliana	Plants	134	0	False	True	4
Q802Y8	Danio rerio	Metazoa	671	0	False	True	4
P19541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446	0	False	True	4
Q03631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944	0	False	True	4
Q91YM2	Mus musculus	Metazoa	1499	0	False	True	4
Q96T68	Homo sapiens	Metazoa	719	0	False	True	4
Q04839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	0	False	True	4
P38824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	0	False	True	4
P26370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	0	False	True	4
O75844	Homo sapiens	Metazoa	475	0	True	True	4
Q501D5	Arabidopsis thaliana	Plants	589	0	False	True	4
P34224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193	0	False	True	4
P21651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	0	False	True	4
P21784	Mus musculus	Metazoa	527	0	False	True	4
Q9Y4E5	Homo sapiens	Metazoa	1061	0	False	True	4
P53070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	669	0	False	True	4
Q8H110	Arabidopsis thaliana	Plants	337	0	False	True	4
P47140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	0	False	True	4
P87017	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	278	0	False	True	4
Q9P7T4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1019	0	False	True	4
Q9WU79	Mus musculus	Metazoa	599	0	False	True	4
Q84U09	Brassica napus	Plants	215	0	False	True	4
O75689	Homo sapiens	Metazoa	374	0	False	True	4
P32198	Rattus norvegicus	Metazoa	773	0	True	True	4
Q9US06	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	456	0	False	True	4
Q9BUA3	Homo sapiens	Metazoa	381	0	False	True	4
Q9Y6M1	Homo sapiens	Metazoa	599	0	False	True	4
Q9VKD7	Drosophila melanogaster	Metazoa	253	0	True	True	4
P06738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902	0	False	True	4
Q8C0L9	Mus musculus	Metazoa	675	0	False	True	4
Q80SU7	Mus musculus	Metazoa	2427	0	False	True	4
P78753	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	557	0	False	True	4
P38801	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184	0	False	True	4
Q384Y1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	929	0	False	True	4
O17850	Caenorhabditis elegans	Metazoa	317	0	False	True	4
Q584D1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	639	0	False	True	4
Q01750	Rattus norvegicus	Metazoa	249	0	False	True	4
P39103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	70	0	True	True	4
O74946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	574	0	False	True	4
P40897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799	0	False	True	4
Q9SY69	Arabidopsis thaliana	Plants	913	0	False	True	4
Q96IZ0	Homo sapiens	Metazoa	340	0	False	True	4
Q02732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369	0	False	True	4
Q9LF68	Arabidopsis thaliana	Plants	177	0	False	True	4
Q12406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	477	0	False	True	4
Q8BVN3	Mus musculus	Metazoa	442	0	False	True	4
Q9FX53	Arabidopsis thaliana	Plants	406	0	False	True	4
B1AZ99	Mus musculus	Metazoa	396	0	False	True	4
P32807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602	0	False	True	4
Q9HAB3	Homo sapiens	Metazoa	445	0	True	True	4
Q84K96	Crocus sativus	Plants	369	0	False	True	4
Q9HB75	Homo sapiens	Metazoa	910	0	False	True	4
Q3U8K7	Mus musculus	Metazoa	883	0	False	True	4
P40360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	574	0	False	True	4
O24606	Arabidopsis thaliana	Plants	628	0	False	True	4
P43616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481	0	False	True	4
Q9FX31	Arabidopsis thaliana	Plants	722	0	False	True	4
Q12050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	791	0	False	True	4
O55081	Rattus norvegicus	Metazoa	1135	0	False	True	4
Q9Y241	Homo sapiens	Metazoa	93	0	True	True	4
Q6EPN6	Oryza sativa subsp. japonica	Plants	222	0	False	True	4
Q8N2Y8	Homo sapiens	Metazoa	1516	0	False	True	4
Q86WR0	Homo sapiens	Metazoa	208	0	True	True	4
Q9UKN8	Homo sapiens	Metazoa	822	0	False	True	4
O75665	Homo sapiens	Metazoa	1012	0	False	True	4
O95721	Homo sapiens	Metazoa	258	0	False	True	4
O70404	Mus musculus	Metazoa	101	0	False	True	4
O22161	Arabidopsis thaliana	Plants	930	0	False	True	4
Q9Z0Y7	Mus musculus	Metazoa	1216	0	False	True	4
Q19131	Caenorhabditis elegans	Metazoa	813	0	False	True	4
P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	0	False	True	4
Q09847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1325	0	False	True	4
P81269	Mus musculus	Metazoa	269	0	False	True	4
Q08230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162	0	False	True	4
P40568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	0	False	True	4
Q9P5M9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	257	0	False	True	4
Q93YQ3	Arabidopsis thaliana	Plants	323	0	False	True	4
P19973	Mus musculus	Metazoa	330	0	False	True	4
Q921G6	Mus musculus	Metazoa	680	0	False	True	4
Q9YH58	Gallus gallus	Metazoa	541	0	False	True	4
Q9SJZ6	Arabidopsis thaliana	Plants	219	0	False	True	4
Q9Y2Z9	Homo sapiens	Metazoa	468	0	False	True	4
P43897	Homo sapiens	Metazoa	325	0	False	True	4
P49917	Homo sapiens	Metazoa	911	0	False	True	4
P10664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	0	False	True	4
P22194	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	332	0	False	True	4
Q9CAQ2	Arabidopsis thaliana	Plants	114	0	False	True	4
O08574	Mus musculus	Metazoa	370	0	False	True	4
Q02890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	0	False	True	4
Q21443	Caenorhabditis elegans	Metazoa	566	0	False	True	4
Q99LY9	Mus musculus	Metazoa	106	0	False	True	4
Q6IR34	Mus musculus	Metazoa	673	0	False	True	4
Q96A26	Homo sapiens	Metazoa	154	0	False	True	4
Q9Z0X1	Mus musculus	Metazoa	612	0	False	True	4
Q9CQT6	Mus musculus	Metazoa	229	0	False	True	4
P25348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	0	False	True	4
O35047	Mus musculus	Metazoa	217	0	False	True	4
P04789	Trypanosoma brucei brucei	Other	250	0	False	True	4
F4J117	Arabidopsis thaliana	Plants	591	0	False	True	4
O74511	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	838	0	False	True	4
Q1K7L7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	219	0	False	True	4
Q9UGC7	Homo sapiens	Metazoa	380	0	False	True	4
Q8WZ42	Homo sapiens	Metazoa	34350	0	False	True	4
Q99JB8	Mus musculus	Metazoa	424	0	False	True	4
P06652	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596	0	False	True	4
Q8K136	Mus musculus	Metazoa	229	0	False	True	4
Q9VW27	Drosophila melanogaster	Metazoa	717	0	False	True	4
Q2TAL8	Homo sapiens	Metazoa	776	0	False	True	4
Q9NTM9	Homo sapiens	Metazoa	273	0	False	True	4
P62128	Spinacia oleracea	Plants	123	0	False	True	4
Q8TE02	Homo sapiens	Metazoa	300	0	False	True	4
P36144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	0	False	True	4
Q8WUG5	Homo sapiens	Metazoa	649	0	False	True	4
O74517	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	278	0	False	True	4
P10849	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440	0	False	True	4
P54861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	757	0	False	True	4
P57741	Arabidopsis thaliana	Plants	195	0	False	True	4
O08816	Rattus norvegicus	Metazoa	501	0	False	True	4
Q9CRB9	Mus musculus	Metazoa	227	0	False	True	4
Q9VNS0	Drosophila melanogaster	Metazoa	459	0	False	True	4
Q9SAL0	Arabidopsis thaliana	Plants	401	0	False	True	4
Q9DAA6	Mus musculus	Metazoa	195	0	False	True	4
Q00202	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	678	0	False	True	4
P0CT67	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152	0	False	True	4
Q9NRN9	Homo sapiens	Metazoa	209	0	False	True	4
Q06266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489	0	False	True	4
Q9BZC1	Homo sapiens	Metazoa	486	0	False	True	4
Q10429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	875	0	False	True	4
Q9Y4K3	Homo sapiens	Metazoa	522	0	False	True	4
P78508	Homo sapiens	Metazoa	379	0	False	True	4
Q8VXP3	Chlamydomonas reinhardtii	Plants	1115	0	False	True	4
Q9WV31	Mus musculus	Metazoa	396	0	False	True	4
Q8N1N2	Homo sapiens	Metazoa	210	0	False	True	4
P57744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87	0	False	True	4
P47138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	172	0	False	True	4
P57728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148	0	False	True	4
P0C7R1	Arabidopsis thaliana	Plants	239	0	False	True	4
Q9CZW6	Mus musculus	Metazoa	359	0	False	True	4
Q8TCY5	Homo sapiens	Metazoa	172	0	True	True	4
P22135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325	0	False	True	4
P53251	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	0	False	True	4
Q9P7Y0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	395	0	False	True	4
Q8IXP5	Homo sapiens	Metazoa	288	0	False	True	4
Q8WXW3	Homo sapiens	Metazoa	757	0	False	True	4
Q9VU86	Drosophila melanogaster	Metazoa	1873	0	False	True	4
Q9D1E5	Mus musculus	Metazoa	489	0	True	True	4
Q9ERG0	Mus musculus	Metazoa	753	0	False	True	4
Q9P2G3	Homo sapiens	Metazoa	628	0	False	True	4
P21981	Mus musculus	Metazoa	686	0	False	True	4
Q06339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	672	0	False	True	4
P17890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	0	False	True	4
Q9VGH1	Drosophila melanogaster	Metazoa	520	0	False	True	4
O74740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	797	0	False	True	4
Q6UWS5	Homo sapiens	Metazoa	81	0	False	True	4
O49570	Arabidopsis thaliana	Plants	650	0	False	True	4
P00950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247	0	False	True	4
O60104	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	376	0	False	True	4
Q8R4C2	Mus musculus	Metazoa	606	0	False	True	4
Q7XJJ7	Arabidopsis thaliana	Plants	607	0	False	True	4
P85845	Rattus norvegicus	Metazoa	493	0	False	True	4
Q6P926	Mus musculus	Metazoa	205	0	False	True	4
Q9VZM7	Drosophila melanogaster	Metazoa	631	0	False	True	4
Q02046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	0	False	True	4
P0DP88	Danio rerio	Metazoa	75	0	True	True	4
P80483	Amphidinium carterae	Other	323	0	False	True	4
Q9NWT6	Homo sapiens	Metazoa	349	0	False	True	4
Q9SX77	Arabidopsis thaliana	Plants	257	0	False	True	4
Q9BSN7	Homo sapiens	Metazoa	226	0	True	True	4
Q6ZJM9	Oryza sativa subsp. japonica	Plants	563	0	False	True	4
Q49B96	Homo sapiens	Metazoa	90	0	False	True	4
P33201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236	0	False	True	4
Q03761	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539	0	False	True	4
P18886	Rattus norvegicus	Metazoa	658	0	False	True	4
Q56P42	Homo sapiens	Metazoa	97	0	False	True	4
Q9LEX1	Arabidopsis thaliana	Plants	510	0	True	True	4
O94740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466	0	False	True	4
P40038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	0	False	True	4
Q9D219	Mus musculus	Metazoa	1425	0	False	True	4
Q924C5	Mus musculus	Metazoa	1680	0	False	True	4
P32338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300	0	False	True	4
Q9C103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735	0	False	True	4
Q6XQN6	Homo sapiens	Metazoa	538	0	False	True	4
Q9FJK3	Arabidopsis thaliana	Plants	321	0	False	True	4
Q9UBC1	Homo sapiens	Metazoa	381	0	False	True	4
Q3EBQ3	Arabidopsis thaliana	Plants	807	0	False	True	4
O59740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	522	0	False	True	4
Q6P589	Homo sapiens	Metazoa	184	0	False	True	4
G5EG17	Caenorhabditis elegans	Metazoa	1149	0	False	True	4
Q04613	Arabidopsis thaliana	Plants	192	0	True	True	4
Q9H0E3	Homo sapiens	Metazoa	1048	0	False	True	4
P38768	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	0	False	True	4
Q90Z80	Xenopus laevis	Metazoa	392	0	False	True	4
Q9NZN9	Homo sapiens	Metazoa	384	0	False	True	4
P32336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	851	0	False	True	4
O82245	Arabidopsis thaliana	Plants	196	0	False	True	4
P0CT69	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	176	0	False	True	4
P61459	Rattus norvegicus	Metazoa	104	0	False	True	4
Q96CM3	Homo sapiens	Metazoa	377	0	False	True	4
P82929	Bos taurus	Metazoa	218	0	False	True	4
Q9S7E9	Arabidopsis thaliana	Plants	481	0	False	True	4
P41895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	735	0	False	True	4
A0JN39	Bos taurus	Metazoa	953	0	False	True	4
Q8NG66	Homo sapiens	Metazoa	645	0	False	True	4
Q96MI9	Homo sapiens	Metazoa	1112	0	False	True	4
Q9Y2D8	Homo sapiens	Metazoa	614	0	False	True	4
Q8BGW0	Mus musculus	Metazoa	636	0	False	True	4
Q9NVV9	Homo sapiens	Metazoa	213	0	False	True	4
Q07950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	0	False	True	4
Q14CX5	Homo sapiens	Metazoa	517	0	True	True	4
Q03124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	581	0	False	True	4
P32344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	0	False	True	4
P58418	Homo sapiens	Metazoa	232	0	True	True	4
Q0J995	Oryza sativa subsp. japonica	Plants	424	0	False	True	4
P33308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149	0	False	True	4
F4JZG9	Arabidopsis thaliana	Plants	384	0	False	True	4
Q91WV7	Mus musculus	Metazoa	685	0	False	True	4
P38996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	802	0	False	True	4
Q9BV90	Homo sapiens	Metazoa	132	0	False	True	4
